date_value,date_value,country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic
2020-05-16,2020-05-16,Spain,287379,27563,1481,104,1
2020-05-17,2020-05-17,Spain,289024,27563,1645,0,1
2020-05-18,2020-05-18,Spain,290720,27709,1696,146,1
2020-05-19,2020-05-19,Spain,292208,27778,1488,69,1
2020-05-20,2020-05-20,Spain,293593,27888,1385,110,1
2020-05-21,2020-05-21,Spain,294881,27940,1288,52,1
2020-05-22,2020-05-22,Spain,296575,28628,1694,688,1
2020-05-23,2020-05-23,Spain,298101,28678,1526,50,1
2020-05-24,2020-05-24,Spain,299509,28752,1408,74,1
2020-05-25,2020-05-25,Spain,300933,26834,1424,-1918,1
2020-05-26,2020-05-26,Spain,302467,27117,1534,283,1
2020-05-27,2020-05-27,Spain,303901,27117,1434,0,1
2020-05-28,2020-05-28,Spain,305694,27119,1793,2,1
2020-05-29,2020-05-29,Spain,307421,27121,1727,2,1
2020-05-30,2020-05-30,Spain,309099,27125,1678,4,1
2020-05-31,2020-05-31,Spain,310478,27127,1379,2,1
2020-06-01,2020-06-01,Spain,311555,27127,1077,0,1
2020-06-02,2020-06-02,Spain,312505,27127,950,0,1
2020-06-03,2020-06-03,Spain,313431,27128,926,1,1
2020-06-04,2020-06-04,Spain,314302,27133,871,5,1
2020-06-05,2020-06-05,Spain,315124,27134,822,1,1
2020-06-06,2020-06-06,Spain,315923,27135,799,1,1
2020-06-07,2020-06-07,Spain,316641,27136,718,1,1
2020-06-08,2020-06-08,Spain,317244,27136,603,0,1
2020-06-09,2020-06-09,Spain,317826,27136,582,0,1
2020-06-10,2020-06-10,Spain,318444,27136,618,0,1
2020-06-11,2020-06-11,Spain,319171,27136,727,0,1
2020-06-12,2020-06-12,Spain,320033,27136,862,0,1
2020-06-13,2020-06-13,Spain,320933,27136,900,0,1
2020-06-14,2020-06-14,Spain,321814,27136,881,0,1
2020-06-15,2020-06-15,Spain,322575,27136,761,0,1
2020-06-16,2020-06-16,Spain,323274,27136,699,0,1
2020-06-17,2020-06-17,Spain,324026,27136,752,0,1
2020-06-18,2020-06-18,Spain,324965,27136,939,0,1
2020-06-19,2020-06-19,Spain,325871,28315,906,1179,1
2020-06-20,2020-06-20,Spain,326791,28322,920,7,1
2020-06-21,2020-06-21,Spain,327702,28323,911,1,1
2020-06-22,2020-06-22,Spain,328531,28324,829,1,1
2020-06-23,2020-06-23,Spain,329310,28325,779,1,1
2020-06-24,2020-06-24,Spain,330113,28327,803,2,1
2020-06-25,2020-06-25,Spain,330980,28330,867,3,1
2020-06-26,2020-06-26,Spain,331911,28338,931,8,1
2020-06-27,2020-06-27,Spain,332980,28341,1069,3,1
2020-06-28,2020-06-28,Spain,333984,28343,1004,2,1
2020-06-29,2020-06-29,Spain,334861,28346,877,3,1
2020-06-30,2020-06-30,Spain,335716,28355,855,9,1
2020-07-01,2020-07-01,Spain,336615,28364,899,9,1
2020-07-02,2020-07-02,Spain,337584,28368,969,4,1
2020-07-03,2020-07-03,Spain,338607,28385,1023,17,1
2020-07-04,2020-07-04,Spain,339744,28385,1137,0,1
2020-07-05,2020-07-05,Spain,340960,28385,1216,0,1
2020-07-06,2020-07-06,Spain,342536,28388,1576,3,1
2020-07-07,2020-07-07,Spain,343953,28392,1417,4,1
2020-07-08,2020-07-08,Spain,345273,28396,1320,4,1
2020-07-09,2020-07-09,Spain,346616,28401,1343,5,1
2020-07-10,2020-07-10,Spain,348134,28403,1518,2,1
2020-07-11,2020-07-11,Spain,349604,28403,1470,0,1
2020-07-12,2020-07-12,Spain,351296,28403,1692,0,1
2020-07-13,2020-07-13,Spain,353408,28406,2112,3,1
2020-07-14,2020-07-14,Spain,355418,28409,2010,3,1
2020-07-15,2020-07-15,Spain,357443,28413,2025,4,1
2020-07-16,2020-07-16,Spain,359645,28416,2202,3,1
2020-07-17,2020-07-17,Spain,361989,28420,2344,4,1
2020-07-18,2020-07-18,Spain,364376,28420,2387,0,1
2020-07-19,2020-07-19,Spain,366895,28420,2519,0,1
2020-07-20,2020-07-20,Spain,370145,28422,3250,2,1
2020-07-21,2020-07-21,Spain,373263,28424,3118,2,1
2020-07-22,2020-07-22,Spain,376268,28426,3005,2,1
2020-07-23,2020-07-23,Spain,379435,28429,3167,3,1
2020-07-24,2020-07-24,Spain,382655,28432,3220,3,1
2020-07-25,2020-07-25,Spain,385744,28432,3089,0,1
2020-07-26,2020-07-26,Spain,388470,28432,2726,0,1
2020-07-27,2020-07-27,Spain,390863,28432,2393,0,1
2020-03-02,2020-03-02,Saudi Arabia,4,0,3,0,1
2020-03-03,2020-03-03,Saudi Arabia,19,0,15,0,1
2020-03-04,2020-03-04,Saudi Arabia,43,0,24,0,1
2020-03-05,2020-03-05,Saudi Arabia,71,0,28,0,1
2020-03-06,2020-03-06,Saudi Arabia,105,0,34,0,1
2020-03-07,2020-03-07,Saudi Arabia,145,0,40,0,1
2020-03-08,2020-03-08,Saudi Arabia,186,0,41,0,1
2020-03-09,2020-03-09,Saudi Arabia,224,0,38,0,1
2020-03-10,2020-03-10,Saudi Arabia,261,0,37,0,1
2020-03-11,2020-03-11,Saudi Arabia,292,0,31,0,1
2020-03-12,2020-03-12,Saudi Arabia,339,0,47,0,1
2020-03-13,2020-03-13,Saudi Arabia,413,0,74,0,1
2020-03-14,2020-03-14,Saudi Arabia,486,0,73,0,1
2020-03-15,2020-03-15,Saudi Arabia,574,0,88,0,1
2020-03-16,2020-03-16,Saudi Arabia,655,0,81,0,1
2020-03-17,2020-03-17,Saudi Arabia,763,0,108,0,1
2020-03-18,2020-03-18,Saudi Arabia,889,0,126,0,1
2020-03-19,2020-03-19,Saudi Arabia,1073,0,184,0,1
2020-03-20,2020-03-20,Saudi Arabia,1274,0,201,0,1
2020-03-21,2020-03-21,Saudi Arabia,1467,0,193,0,1
2020-03-22,2020-03-22,Saudi Arabia,1714,0,247,0,1
2020-03-23,2020-03-23,Saudi Arabia,1943,0,229,0,1
2020-03-24,2020-03-24,Saudi Arabia,2284,1,341,1,1
2020-03-25,2020-03-25,Saudi Arabia,2653,2,369,1,1
2020-03-26,2020-03-26,Saudi Arabia,3025,3,372,1,1
2020-03-27,2020-03-27,Saudi Arabia,3380,3,355,0,1
2020-03-28,2020-03-28,Saudi Arabia,3727,4,347,1,1
2020-03-29,2020-03-29,Saudi Arabia,4064,8,337,4,1
2020-03-30,2020-03-30,Saudi Arabia,4440,8,376,0,1
2020-03-31,2020-03-31,Saudi Arabia,4809,10,369,2,1
2020-04-01,2020-04-01,Saudi Arabia,5210,16,401,6,1
2020-04-02,2020-04-02,Saudi Arabia,5641,21,431,5,1
2020-04-03,2020-04-03,Saudi Arabia,6085,25,444,4,1
2020-04-04,2020-04-04,Saudi Arabia,6527,29,442,4,1
2020-04-05,2020-04-05,Saudi Arabia,7031,34,504,5,1
2020-04-06,2020-04-06,Saudi Arabia,7567,38,536,4,1
2020-04-07,2020-04-07,Saudi Arabia,8116,41,549,3,1
2020-04-08,2020-04-08,Saudi Arabia,8632,41,516,0,1
2020-04-09,2020-04-09,Saudi Arabia,9283,44,651,3,1
2020-04-10,2020-04-10,Saudi Arabia,10043,47,760,3,1
2020-04-11,2020-04-11,Saudi Arabia,10898,52,855,5,1
2020-04-12,2020-04-12,Saudi Arabia,11853,59,955,7,1
2020-04-13,2020-04-13,Saudi Arabia,12910,65,1057,6,1
2020-04-14,2020-04-14,Saudi Arabia,14019,73,1109,8,1
2020-04-15,2020-04-15,Saudi Arabia,15200,79,1181,6,1
2020-04-16,2020-04-16,Saudi Arabia,16448,83,1248,4,1
2020-04-17,2020-04-17,Saudi Arabia,17872,87,1424,4,1
2020-04-18,2020-04-18,Saudi Arabia,19571,92,1699,5,1
2020-04-19,2020-04-19,Saudi Arabia,21463,97,1892,5,1
2020-04-20,2020-04-20,Saudi Arabia,23508,103,2045,6,1
2020-04-21,2020-04-21,Saudi Arabia,25672,109,2164,6,1
2020-04-22,2020-04-22,Saudi Arabia,27919,114,2247,5,1
2020-04-23,2020-04-23,Saudi Arabia,30228,121,2309,7,1
2020-04-24,2020-04-24,Saudi Arabia,32581,127,2353,6,1
2020-04-25,2020-04-25,Saudi Arabia,34970,136,2389,9,1
2020-04-26,2020-04-26,Saudi Arabia,37387,139,2417,3,1
2020-04-27,2020-04-27,Saudi Arabia,39838,144,2451,5,1
2020-04-28,2020-04-28,Saudi Arabia,42304,152,2466,8,1
2020-04-29,2020-04-29,Saudi Arabia,44792,157,2488,5,1
2020-04-30,2020-04-30,Saudi Arabia,47299,162,2507,5,1
2020-05-01,2020-05-01,Saudi Arabia,49814,169,2515,7,1
2020-05-02,2020-05-02,Saudi Arabia,52336,176,2522,7,1
2020-05-03,2020-05-03,Saudi Arabia,54906,184,2570,8,1
2020-05-04,2020-05-04,Saudi Arabia,57529,191,2623,7,1
2020-05-05,2020-05-05,Saudi Arabia,60179,200,2650,9,1
2020-05-06,2020-05-06,Saudi Arabia,62866,209,2687,9,1
2020-05-07,2020-05-07,Saudi Arabia,65599,219,2733,10,1
2020-05-08,2020-05-08,Saudi Arabia,68346,229,2747,10,1
2020-05-09,2020-05-09,Saudi Arabia,71101,239,2755,10,1
2020-05-10,2020-05-10,Saudi Arabia,73901,246,2800,7,1
2020-05-11,2020-05-11,Saudi Arabia,76742,255,2841,9,1
2020-05-12,2020-05-12,Saudi Arabia,79602,264,2860,9,1
2020-05-13,2020-05-13,Saudi Arabia,82472,273,2870,9,1
2020-05-14,2020-05-14,Saudi Arabia,85372,283,2900,10,1
2020-05-15,2020-05-15,Saudi Arabia,88342,292,2970,9,1
2020-05-16,2020-05-16,Saudi Arabia,91462,302,3120,10,1
2020-05-17,2020-05-17,Saudi Arabia,94674,312,3212,10,1
2020-05-18,2020-05-18,Saudi Arabia,97927,320,3253,8,1
2020-05-19,2020-05-19,Saudi Arabia,101193,329,3266,9,1
2020-05-20,2020-05-20,Saudi Arabia,104498,339,3305,10,1
2020-05-21,2020-05-21,Saudi Arabia,107801,351,3303,12,1
2020-05-22,2020-05-22,Saudi Arabia,111119,364,3318,13,1
2020-05-23,2020-05-23,Saudi Arabia,114409,379,3290,15,1
2020-05-24,2020-05-24,Saudi Arabia,117667,390,3258,11,1
2020-05-25,2020-05-25,Saudi Arabia,120868,399,3201,9,1
2020-05-26,2020-05-26,Saudi Arabia,123968,411,3100,12,1
2020-05-27,2020-05-27,Saudi Arabia,126966,425,2998,14,1
2020-05-28,2020-05-28,Saudi Arabia,129850,441,2884,16,1
2020-05-29,2020-05-29,Saudi Arabia,132633,458,2783,17,1
2020-05-30,2020-05-30,Saudi Arabia,135348,480,2715,22,1
2020-05-31,2020-05-31,Saudi Arabia,138064,503,2716,23,1
2020-06-01,2020-06-01,Saudi Arabia,140784,525,2720,22,1
2020-06-02,2020-06-02,Saudi Arabia,143507,549,2723,24,1
2020-06-03,2020-06-03,Saudi Arabia,146289,579,2782,30,1
2020-06-04,2020-06-04,Saudi Arabia,149083,611,2794,32,1
2020-06-05,2020-06-05,Saudi Arabia,151998,642,2915,31,1
2020-06-06,2020-06-06,Saudi Arabia,155111,676,3113,34,1
2020-06-07,2020-06-07,Saudi Arabia,158361,712,3250,36,1
2020-06-08,2020-06-08,Saudi Arabia,161783,746,3422,34,1
2020-06-09,2020-06-09,Saudi Arabia,165317,783,3534,37,1
2020-06-10,2020-06-10,Saudi Arabia,169030,819,3713,36,1
2020-06-11,2020-06-11,Saudi Arabia,172881,857,3851,38,1
2020-06-12,2020-06-12,Saudi Arabia,176879,893,3998,36,1
2020-06-13,2020-06-13,Saudi Arabia,180856,932,3977,39,1
2020-06-14,2020-06-14,Saudi Arabia,185017,972,4161,40,1
2020-06-15,2020-06-15,Saudi Arabia,189386,1011,4369,39,1
2020-06-16,2020-06-16,Saudi Arabia,193847,1052,4461,41,1
2020-06-17,2020-06-17,Saudi Arabia,198544,1091,4697,39,1
2020-06-18,2020-06-18,Saudi Arabia,203372,1139,4828,48,1
2020-06-19,2020-06-19,Saudi Arabia,208174,1184,4802,45,1
2020-06-20,2020-06-20,Saudi Arabia,212859,1230,4685,46,1
2020-06-21,2020-06-21,Saudi Arabia,217316,1267,4457,37,1
2020-06-22,2020-06-22,Saudi Arabia,221596,1307,4280,40,1
2020-06-23,2020-06-23,Saudi Arabia,225682,1346,4086,39,1
2020-06-24,2020-06-24,Saudi Arabia,229614,1387,3932,41,1
2020-06-25,2020-06-25,Saudi Arabia,233480,1428,3866,41,1
2020-06-26,2020-06-26,Saudi Arabia,237427,1474,3947,46,1
2020-06-27,2020-06-27,Saudi Arabia,241435,1511,4008,37,1
2020-06-28,2020-06-28,Saudi Arabia,245505,1551,4070,40,1
2020-06-29,2020-06-29,Saudi Arabia,249613,1599,4108,48,1
2020-06-30,2020-06-30,Saudi Arabia,253860,1649,4247,50,1
2020-07-01,2020-07-01,Saudi Arabia,257978,1698,4118,49,1
2020-07-02,2020-07-02,Saudi Arabia,261990,1752,4012,54,1
2020-07-03,2020-07-03,Saudi Arabia,266112,1802,4122,50,1
2020-07-04,2020-07-04,Saudi Arabia,270303,1858,4191,56,1
2020-07-05,2020-07-05,Saudi Arabia,274415,1916,4112,58,1
2020-07-06,2020-07-06,Saudi Arabia,278616,1968,4201,52,1
2020-07-07,2020-07-07,Saudi Arabia,282693,2017,4077,49,1
2020-07-08,2020-07-08,Saudi Arabia,286598,2059,3905,42,1
2020-07-09,2020-07-09,Saudi Arabia,290402,2100,3804,41,1
2020-07-10,2020-07-10,Saudi Arabia,294124,2151,3722,51,1
2020-07-11,2020-07-11,Saudi Arabia,297751,2181,3627,30,1
2020-07-12,2020-07-12,Saudi Arabia,301264,2223,3513,42,1
2020-07-13,2020-07-13,Saudi Arabia,304707,2243,3443,20,1
2020-07-14,2020-07-14,Saudi Arabia,308069,2283,3362,40,1
2020-07-15,2020-07-15,Saudi Arabia,311367,2325,3298,42,1
2020-07-16,2020-07-16,Saudi Arabia,314638,2370,3271,45,1
2020-07-17,2020-07-17,Saudi Arabia,317863,2407,3225,37,1
2020-07-18,2020-07-18,Saudi Arabia,321047,2447,3184,40,1
2020-07-19,2020-07-19,Saudi Arabia,324192,2486,3145,39,1
2020-07-20,2020-07-20,Saudi Arabia,327297,2523,3105,37,1
2020-07-21,2020-07-21,Saudi Arabia,330383,2557,3086,34,1
2020-07-22,2020-07-22,Saudi Arabia,333431,2601,3048,44,1
2020-07-23,2020-07-23,Saudi Arabia,336436,2635,3005,34,1
2020-07-24,2020-07-24,Saudi Arabia,339437,2672,3001,37,1
2020-07-25,2020-07-25,Saudi Arabia,342405,2703,2968,31,1
2020-07-26,2020-07-26,Saudi Arabia,345309,2733,2904,30,1
2020-07-27,2020-07-27,Saudi Arabia,348170,2760,2861,27,1
2020-03-06,2020-03-06,Colombia,4,0,3,0,1
2020-03-07,2020-03-07,Colombia,14,0,10,0,1
2020-03-08,2020-03-08,Colombia,30,0,16,0,1
2020-03-09,2020-03-09,Colombia,51,0,21,0,1
2020-03-10,2020-03-10,Colombia,73,0,22,0,1
2020-03-11,2020-03-11,Colombia,98,0,25,0,1
2020-03-12,2020-03-12,Colombia,126,0,28,0,1
2020-03-13,2020-03-13,Colombia,153,0,27,0,1
2020-03-14,2020-03-14,Colombia,184,0,31,0,1
2020-03-15,2020-03-15,Colombia,220,0,36,0,1
2020-03-16,2020-03-16,Colombia,269,0,49,0,1
2020-03-17,2020-03-17,Colombia,323,0,54,0,1
2020-03-18,2020-03-18,Colombia,389,0,66,0,1
2020-03-19,2020-03-19,Colombia,445,0,56,0,1
2020-03-20,2020-03-20,Colombia,532,0,87,0,1
2020-03-21,2020-03-21,Colombia,631,0,99,0,1
2020-03-22,2020-03-22,Colombia,737,2,106,2,1
2020-03-23,2020-03-23,Colombia,857,3,120,1,1
2020-03-24,2020-03-24,Colombia,1035,3,178,0,1
2020-03-25,2020-03-25,Colombia,1249,4,214,1,1
2020-03-26,2020-03-26,Colombia,1428,6,179,2,1
2020-03-27,2020-03-27,Colombia,1603,6,175,0,1
2020-03-28,2020-03-28,Colombia,1793,6,190,0,1
2020-03-29,2020-03-29,Colombia,2014,10,221,4,1
2020-03-30,2020-03-30,Colombia,2260,12,246,2,1
2020-03-31,2020-03-31,Colombia,2535,16,275,4,1
2020-04-01,2020-04-01,Colombia,2873,17,338,1,1
2020-04-02,2020-04-02,Colombia,3207,19,334,2,1
2020-04-03,2020-04-03,Colombia,3544,25,337,6,1
2020-04-04,2020-04-04,Colombia,3910,32,366,7,1
2020-04-05,2020-04-05,Colombia,4247,35,337,3,1
2020-04-06,2020-04-06,Colombia,4574,46,327,11,1
2020-04-07,2020-04-07,Colombia,4978,50,404,4,1
2020-04-08,2020-04-08,Colombia,5495,54,517,4,1
2020-04-09,2020-04-09,Colombia,6018,69,523,15,1
2020-04-10,2020-04-10,Colombia,6606,80,588,11,1
2020-04-11,2020-04-11,Colombia,7232,100,626,20,1
2020-04-12,2020-04-12,Colombia,7750,109,518,9,1
2020-04-13,2020-04-13,Colombia,8190,112,440,3,1
2020-04-14,2020-04-14,Colombia,8611,127,421,15,1
2020-04-15,2020-04-15,Colombia,9017,131,406,4,1
2020-04-16,2020-04-16,Colombia,9412,144,395,13,1
2020-04-17,2020-04-17,Colombia,9861,153,449,9,1
2020-04-18,2020-04-18,Colombia,10333,166,472,13,1
2020-04-19,2020-04-19,Colombia,10813,179,480,13,1
2020-04-20,2020-04-20,Colombia,11310,189,497,10,1
2020-04-21,2020-04-21,Colombia,11809,196,499,7,1
2020-04-22,2020-04-22,Colombia,12336,206,527,10,1
2020-04-23,2020-04-23,Colombia,12883,215,547,9,1
2020-04-24,2020-04-24,Colombia,13529,225,646,10,1
2020-04-25,2020-04-25,Colombia,14208,233,679,8,1
2020-04-26,2020-04-26,Colombia,14893,244,685,11,1
2020-04-27,2020-04-27,Colombia,15567,253,674,9,1
2020-04-28,2020-04-28,Colombia,16328,269,761,16,1
2020-04-29,2020-04-29,Colombia,17088,278,760,9,1
2020-04-30,2020-04-30,Colombia,17876,293,788,15,1
2020-05-01,2020-05-01,Colombia,18813,314,937,21,1
2020-05-02,2020-05-02,Colombia,19719,324,906,10,1
2020-05-03,2020-05-03,Colombia,20671,340,952,16,1
2020-05-04,2020-05-04,Colombia,21602,358,931,18,1
2020-05-05,2020-05-05,Colombia,22720,378,1118,20,1
2020-05-06,2020-05-06,Colombia,23804,397,1084,19,1
2020-05-07,2020-05-07,Colombia,24955,407,1151,10,1
2020-05-08,2020-05-08,Colombia,26211,428,1256,21,1
2020-05-09,2020-05-09,Colombia,27458,445,1247,17,1
2020-05-10,2020-05-10,Colombia,28767,463,1309,18,1
2020-05-11,2020-05-11,Colombia,30112,479,1345,16,1
2020-05-12,2020-05-12,Colombia,31539,493,1427,14,1
2020-05-13,2020-05-13,Colombia,33027,509,1488,16,1
2020-05-14,2020-05-14,Colombia,34569,525,1542,16,1
2020-05-15,2020-05-15,Colombia,36112,546,1543,21,1
2020-05-16,2020-05-16,Colombia,37711,562,1599,16,1
2020-05-17,2020-05-17,Colombia,39306,574,1595,12,1
2020-05-18,2020-05-18,Colombia,40938,592,1632,18,1
2020-05-19,2020-05-19,Colombia,42556,613,1618,21,1
2020-05-20,2020-05-20,Colombia,44215,630,1659,17,1
2020-05-21,2020-05-21,Colombia,45850,652,1635,22,1
2020-05-22,2020-05-22,Colombia,47539,682,1689,30,1
2020-05-23,2020-05-23,Colombia,49363,705,1824,23,1
2020-05-24,2020-05-24,Colombia,51272,727,1909,22,1
2020-05-25,2020-05-25,Colombia,53167,750,1895,23,1
2020-05-26,2020-05-26,Colombia,55133,776,1966,26,1
2020-05-27,2020-05-27,Colombia,57178,803,2045,27,1
2020-05-28,2020-05-28,Colombia,59329,822,2151,19,1
2020-05-29,2020-05-29,Colombia,61574,853,2245,31,1
2020-05-30,2020-05-30,Colombia,63943,890,2369,37,1
2020-05-31,2020-05-31,Colombia,66299,939,2356,49,1
2020-06-01,2020-06-01,Colombia,68628,969,2329,30,1
2020-06-02,2020-06-02,Colombia,70999,1009,2371,40,1
2020-06-03,2020-06-03,Colombia,73444,1045,2445,36,1
2020-06-04,2020-06-04,Colombia,75993,1087,2549,42,1
2020-06-05,2020-06-05,Colombia,78566,1145,2573,58,1
2020-06-06,2020-06-06,Colombia,81125,1205,2559,60,1
2020-06-07,2020-06-07,Colombia,83619,1259,2494,54,1
2020-06-08,2020-06-08,Colombia,86132,1308,2513,49,1
2020-06-09,2020-06-09,Colombia,88627,1372,2495,64,1
2020-06-10,2020-06-10,Colombia,91163,1433,2536,61,1
2020-06-11,2020-06-11,Colombia,93712,1488,2549,55,1
2020-06-12,2020-06-12,Colombia,96294,1545,2582,57,1
2020-06-13,2020-06-13,Colombia,98948,1592,2654,47,1
2020-06-14,2020-06-14,Colombia,101711,1667,2763,75,1
2020-06-15,2020-06-15,Colombia,104543,1726,2832,59,1
2020-06-16,2020-06-16,Colombia,107379,1801,2836,75,1
2020-06-17,2020-06-17,Colombia,110260,1864,2881,63,1
2020-06-18,2020-06-18,Colombia,113375,1950,3115,86,1
2020-06-19,2020-06-19,Colombia,116644,2045,3269,95,1
2020-06-20,2020-06-20,Colombia,119893,2126,3249,81,1
2020-06-21,2020-06-21,Colombia,123248,2237,3355,111,1
2020-06-22,2020-06-22,Colombia,126586,2310,3338,73,1
2020-06-23,2020-06-23,Colombia,129880,2404,3294,94,1
2020-06-24,2020-06-24,Colombia,133371,2491,3491,87,1
2020-06-25,2020-06-25,Colombia,136997,2654,3626,163,1
2020-06-26,2020-06-26,Colombia,140808,2811,3811,157,1
2020-06-27,2020-06-27,Colombia,144832,2939,4024,128,1
2020-06-28,2020-06-28,Colombia,148786,3178,3954,239,1
2020-06-29,2020-06-29,Colombia,152701,3274,3915,96,1
2020-06-30,2020-06-30,Colombia,156483,3334,3782,60,1
2020-07-01,2020-07-01,Colombia,160466,3470,3983,136,1
2020-07-02,2020-07-02,Colombia,164585,3641,4119,171,1
2020-07-03,2020-07-03,Colombia,168636,3777,4051,136,1
2020-07-04,2020-07-04,Colombia,172744,3942,4108,165,1
2020-07-05,2020-07-05,Colombia,176853,4064,4109,122,1
2020-07-06,2020-07-06,Colombia,180835,4210,3982,146,1
2020-07-07,2020-07-07,Colombia,184962,4359,4127,149,1
2020-07-08,2020-07-08,Colombia,189180,4527,4218,168,1
2020-07-09,2020-07-09,Colombia,193787,4714,4607,187,1
2020-07-10,2020-07-10,Colombia,199115,4925,5328,211,1
2020-07-11,2020-07-11,Colombia,204434,5119,5319,194,1
2020-07-12,2020-07-12,Colombia,209724,5307,5290,188,1
2020-07-13,2020-07-13,Colombia,214729,5455,5005,148,1
2020-07-14,2020-07-14,Colombia,219987,5625,5258,170,1
2020-07-15,2020-07-15,Colombia,225334,5814,5347,189,1
2020-07-16,2020-07-16,Colombia,231554,6029,6220,215,1
2020-07-17,2020-07-17,Colombia,238708,6288,7154,259,1
2020-07-18,2020-07-18,Colombia,246458,6516,7750,228,1
2020-07-19,2020-07-19,Colombia,254060,6736,7602,220,1
2020-07-20,2020-07-20,Colombia,261572,6929,7512,193,1
2020-07-21,2020-07-21,Colombia,269088,7166,7516,237,1
2020-07-22,2020-07-22,Colombia,276699,7373,7611,207,1
2020-07-23,2020-07-23,Colombia,284536,7688,7837,315,1
2020-07-24,2020-07-24,Colombia,292303,7975,7767,287,1
2020-07-25,2020-07-25,Colombia,300029,8269,7726,294,1
2020-07-26,2020-07-26,Colombia,309047,8269,9018,0,1
2020-07-27,2020-07-27,Colombia,320428,8777,11381,508,1
2020-01-31,2020-01-31,Italy,8,0,6,0,1
2020-02-01,2020-02-01,Italy,106,0,98,0,1
2020-02-02,2020-02-02,Italy,280,0,174,0,1
2020-02-03,2020-02-03,Italy,506,0,226,0,1
2020-02-04,2020-02-04,Italy,767,0,261,0,1
2020-02-05,2020-02-05,Italy,1053,0,286,0,1
2020-02-06,2020-02-06,Italy,1347,0,294,0,1
2020-02-07,2020-02-07,Italy,1602,0,255,0,1
2020-02-08,2020-02-08,Italy,1872,0,270,0,1
2020-02-09,2020-02-09,Italy,2149,0,277,0,1
2020-02-10,2020-02-10,Italy,2436,0,287,0,1
2020-02-11,2020-02-11,Italy,2729,0,293,0,1
2020-02-12,2020-02-12,Italy,3038,0,309,0,1
2020-02-13,2020-02-13,Italy,3351,0,313,0,1
2020-02-14,2020-02-14,Italy,3666,0,315,0,1
2020-02-15,2020-02-15,Italy,3982,0,316,0,1
2020-02-16,2020-02-16,Italy,4283,0,301,0,1
2020-02-17,2020-02-17,Italy,4592,0,309,0,1
2020-02-18,2020-02-18,Italy,4907,0,315,0,1
2020-02-19,2020-02-19,Italy,5231,0,324,0,1
2020-02-20,2020-02-20,Italy,5539,0,308,0,1
2020-02-21,2020-02-21,Italy,5781,1,242,1,1
2020-02-22,2020-02-22,Italy,5994,2,213,1,1
2020-02-23,2020-02-23,Italy,6226,3,232,1,1
2020-02-24,2020-02-24,Italy,6457,7,231,4,1
2020-02-25,2020-02-25,Italy,6703,10,246,3,1
2020-02-26,2020-02-26,Italy,6991,12,288,2,1
2020-02-27,2020-02-27,Italy,7365,17,374,5,1
2020-02-28,2020-02-28,Italy,7828,21,463,4,1
2020-02-29,2020-02-29,Italy,8363,29,535,8,1
2020-03-01,2020-03-01,Italy,9149,34,786,5,1
2020-03-02,2020-03-02,Italy,9998,52,849,18,1
2020-03-03,2020-03-03,Italy,10967,79,969,27,1
2020-03-04,2020-03-04,Italy,12088,107,1121,28,1
2020-03-05,2020-03-05,Italy,13401,148,1313,41,1
2020-03-06,2020-03-06,Italy,14860,197,1459,49,1
2020-03-07,2020-03-07,Italy,16566,233,1706,36,1
2020-03-08,2020-03-08,Italy,18508,366,1942,133,1
2020-03-09,2020-03-09,Italy,20682,463,2174,97,1
2020-03-10,2020-03-10,Italy,22845,631,2163,168,1
2020-03-11,2020-03-11,Italy,25267,827,2422,196,1
2020-03-12,2020-03-12,Italy,27948,1016,2681,189,1
2020-03-13,2020-03-13,Italy,30798,1266,2850,250,1
2020-03-14,2020-03-14,Italy,33989,1441,3191,175,1
2020-03-15,2020-03-15,Italy,37456,1809,3467,368,1
2020-03-16,2020-03-16,Italy,41035,2158,3579,349,1
2020-03-17,2020-03-17,Italy,44760,2503,3725,345,1
2020-03-18,2020-03-18,Italy,48769,2978,4009,475,1
2020-03-19,2020-03-19,Italy,53303,3405,4534,427,1
2020-03-20,2020-03-20,Italy,58425,4032,5122,627,1
2020-03-21,2020-03-21,Italy,64155,4825,5730,793,1
2020-03-22,2020-03-22,Italy,70039,5476,5884,651,1
2020-03-23,2020-03-23,Italy,75798,6077,5759,601,1
2020-03-24,2020-03-24,Italy,81574,6820,5776,743,1
2020-03-25,2020-03-25,Italy,87336,7503,5762,683,1
2020-03-26,2020-03-26,Italy,93365,8215,6029,712,1
2020-03-27,2020-03-27,Italy,99499,9134,6134,919,1
2020-03-28,2020-03-28,Italy,105720,10023,6221,889,1
2020-03-29,2020-03-29,Italy,111772,10779,6052,756,1
2020-03-30,2020-03-30,Italy,117349,11591,5577,812,1
2020-03-31,2020-03-31,Italy,122552,12428,5203,837,1
2020-04-01,2020-04-01,Italy,127665,13155,5113,727,1
2020-04-02,2020-04-02,Italy,132674,13915,5009,760,1
2020-04-03,2020-04-03,Italy,137578,14681,4904,766,1
2020-04-04,2020-04-04,Italy,142463,15362,4885,681,1
2020-04-05,2020-04-05,Italy,147195,15887,4732,525,1
2020-04-06,2020-04-06,Italy,151616,16523,4421,636,1
2020-04-07,2020-04-07,Italy,155660,17127,4044,604,1
2020-04-08,2020-04-08,Italy,159618,17669,3958,542,1
2020-04-09,2020-04-09,Italy,163615,18279,3997,610,1
